dba_name,license_#,facility_type,address,city,state,zip
STARVEE'S,2419640,Restaurant,3951 W LAWRENCE AVE ,CHICAGO,IL,60625.0
POCKETS,1898798,Restaurant,1009 W MADISON ST ,CHICAGO,IL,60607.0
THAI SPOON AND SUSHI,2458801,Restaurant,601 S WABASH AVE ,CHICAGO,IL,60605.0
PRIMO PIZZA INC,33440,Restaurant,5600 N CLARK ST ,CHICAGO,IL,60660.0
POTBELLY SANDWICH WORKS LLC,1578515,Restaurant,900 N MICHIGAN AVE ,CHICAGO,IL,60611.0
LITTLE WOK,2516508,Restaurant,103 E 51ST ST ,CHICAGO,IL,60615.0
BASIL LEAF CAFE/SAGE,1937482,Restaurant,2461-2467 N CLARK ST ,CHICAGO,IL,60614.0
CHURCH'S CHICKEN # 584,1273265,Restaurant,7102 S STONY ISLAND AVE ,CHICAGO,IL,60649.0
CAFE BELLA INCORPORATED,1942619,Restaurant,3311 W FULLERTON AVE ,CHICAGO,IL,60647.0
IDOF FRESH MEDITERRANEAN,2333986,Restaurant,851 W BELMONT AVE ,CHICAGO,IL,60657.0
THE UNIVERSITY OF CHICAGO,1997569,Restaurant,6031 S ELLIS AVE ,CHICAGO,IL,60637.0
Chipotle Mexican Grill,1404354,Restaurant,6600 N SHERIDAN RD ,CHICAGO,IL,60626.0
SAINT'S ALP TEAHOUSE & GOURMET,2391394,Restaurant,2157 S CHINA PL ,CHICAGO,IL,60616.0
L & M GRILL INC.,2431959,Restaurant,5125 W 47TH ST ,CHICAGO,IL,60638.0
TAQUERIA EL DORADO,2511483,Restaurant,6952 N CLARK ST ,CHICAGO,IL,60626.0
MEENARI ORIENTAL RESTAURANT,17938,Restaurant,3311 W BRYN MAWR AVE ,CHICAGO,IL,60659.0
Mom's Old Recipe Mexican Restaurant,81066,Restaurant,5760 N MILWAUKEE AVE ,CHICAGO,IL,60646.0
STARBUCKS COFFEE #27892,2483955,Restaurant,806 W 63 ST ,CHICAGO,IL,60621.0
KING CRAB HOUSE,2464832,Restaurant,1816 N HALSTED ST ,CHICAGO,IL,60614.0
MR.SUBMARINE,35117,Restaurant,10509 S WESTERN AVE ,CHICAGO,IL,60643.0
ANATOLIAN EXPRESS,2483390,Restaurant,3151 N BROADWAY ,CHICAGO,IL,60657.0
ROJO GUSANO,1305286,Restaurant,3830 W LAWRENCE AVE ,CHICAGO,IL,60625.0
MAZAMITLA TAQUERIA,2516854,Restaurant,5344 W FULLERTON AVE ,CHICAGO,IL,60639.0
PARK TAVERN CHICAGO,36240,Restaurant,1645 W JACKSON BLVD ,CHICAGO,IL,60612.0
ST. ANNA BAKERY,2233026,Bakery,2158 S ARCHER AVE ,CHICAGO,IL,60616.0
JOHNNY O' HAGAN'S,2278258,Restaurant,3374 N CLARK ST ,CHICAGO,IL,60657.0
FIREWATER SALOON,2293477,Restaurant,6689-6695 N OLIPHANT AVE ,CHICAGO,IL,60631.0
MAGNOLIA BAKERY,2114823,Restaurant,108 N STATE ST ,CHICAGO,IL,60602.0
MATHER'S MORE THAN A CAFE,1800583,Restaurant,33 E 83RD ST ,CHICAGO,IL,60619.0
SUBWAY,1822140,Restaurant,150 N MICHIGAN AVE ,CHICAGO,IL,60601.0
NANDO'S PERI-PERI,2458809,Restaurant,227 E ONTARIO ST ,CHICAGO,IL,60611.0
BARWAQO KABOB RESTAURANT ONE,2176991,Restaurant,6130 N RAVENSWOOD AVE ,CHICAGO,IL,60660.0
BRASA ROJA RESTAURANT,2446779,Restaurant,3120 W MONTROSE AVE ,CHICAGO,IL,60618.0
AIN'T SHE SWEET CAFE BEVERLY,2516547,Restaurant,9920 S WESTERN AVE ,CHICAGO,IL,60643.0
ZACAGUISOS INC.,2463132,Restaurant,3710 W 55TH ST ,CHICAGO,IL,60632.0
SE' NSE ASIAN CUISINE,2333907,Restaurant,5701 N Clark ST ,CHICAGO,IL,60660.0
LITTLE WOK,2203621,Restaurant,103 E 51ST ST ,CHICAGO,IL,60615.0
"FRUITMANIA, INC.",2369222,Restaurant,5035 W MONTROSE AVE ,CHICAGO,IL,60641.0
GARDEN TERRACE,1167172,Restaurant,6328-30 W IRVING PARK RD ,CHICAGO,IL,60634.0
DUNKIN DONUTS,13801,Restaurant,1954 W PETERSON AVE ,CHICAGO,IL,60660.0
WABASH TAP,70403,Restaurant,1233 S WABASH AVE ,CHICAGO,IL,60605.0
THE BURGER POINT,2458622,Restaurant,1900 S STATE ST ,CHICAGO,IL,60616.0
SERAI,2483154,Restaurant,2169-2171 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
HO CHOY,2138051,Restaurant,548 N WELLS ST ,CHICAGO,IL,60654.0
PIECE,1118829,Restaurant,1927 W NORTH AVE ,CHICAGO,IL,60622.0
"BROADWAY GRILL, INC.",1620335,Restaurant,4800 N BROADWAY ,CHICAGO,IL,60640.0
BENJYEHUDA,2342224,Restaurant,2485 N CLARK ST ,CHICAGO,IL,60614.0
BACCI CAFE AND PIZZERIA ON MILAUKEE AVE. INC.,1444299,Restaurant,4367 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
KAROLINKA CLUB,1645224,Restaurant,6102 S CENTRAL AVE ,CHICAGO,IL,60638.0
LOS TRES AMIGO'S RESTAURANT,2093205,Restaurant,10401 S MUSKEGON AVE ,CHICAGO,IL,60617.0
FORNELLO TRATTORIA,32246,Restaurant,1011 W IRVING PARK RD ,CHICAGO,IL,60613.0
CHILI'S T-I,34169,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
STARBUCKS COFFEE #9942,2093910,Restaurant,160 W 87TH ST ,CHICAGO,IL,60620.0
TASTE OF PERU,2391883,Restaurant,6545 N CLARK ST ,CHICAGO,IL,60626.0
TAC QUICK,32246,Restaurant,1011 W IRVING PARK RD ,CHICAGO,IL,60613.0
HONEY DESSERT OF CHICAGO,2447253,Restaurant,2229 S WENTWORTH AVE ,CHICAGO,IL,60616.0
DUNKIN DONUTS,75929,Restaurant,4701 S KEDZIE AVE ,CHICAGO,IL,60632.0
FANNIE SCHMOE'S BAKERY,2432423,Restaurant,5040-5044 W Montrose AVE ,CHICAGO,IL,60641.0
J & N INC,1594002,Restaurant,301-305 S HALSTED ST ,CHICAGO,IL,60661.0
GERTIE'S ICE CREAM INC,4978,Restaurant,7600 S PULASKI RD ,CHICAGO,IL,60652.0
THE GREAT AMERICAN BAGEL,1879167,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
QUARTINO,2153445,Restaurant,626 N STATE ST ,CHICAGO,IL,60654.0
PAPA JOHN'S PIZZA,2341077,Restaurant,907 N DAMEN AVE ,CHICAGO,IL,60622.0
SO GONG DONG TOFU HOUSE,1678004,Restaurant,3307 W BRYN MAWR AVE ,CHICAGO,IL,60659.0
REGGIO'S PIZZA III,14709,Restaurant,120 W 87TH ST ,CHICAGO,IL,60620.0
TACONTENTO,2334804,Restaurant,3500 W MONTROSE AVE ,CHICAGO,IL,60618.0
CAFE CON LECHE D'  NOCHE,2004043,Restaurant,2710-2714 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
"MR ZEES, INC",49683,Restaurant,3958 N NARRAGANSETT AVE ,CHICAGO,IL,60634.0
MA GONG & LA PO,2120933,Restaurant,2215 S WENTWORTH AVE ,CHICAGO,IL,60616.0
SUBWAY SANDWICH,1884292,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
CAFE PANCHO,2298644,Restaurant,2906 W ARMITAGE AVE ,CHICAGO,IL,60647.0
LA CABANA,2379819,Restaurant,6011 W IRVING PARK RD ,CHICAGO,IL,60634.0
"ARTOPOLIS BAKERY, CAFE & ANGOR",78836,Restaurant,306-308 S HALSTED ST ,CHICAGO,IL,60661.0
TIZTAL CAFE INC.,1899152,Restaurant,4631 N CLARK ST ,CHICAGO,IL,60640.0
COLD STONE CREAMERY #23263,2405981,Restaurant,20 W OHIO ST ,CHICAGO,IL,60654.0
SUNLIGHT CAFE,1594913,Restaurant,227 W CERMAK RD ,CHICAGO,IL,60616.0
LALO'S MEXICAN AND TEQUILA BAR,2469936,Restaurant,600 E GRAND AVE ,CHICAGO,IL,60611.0
"HOST INTERNATIONAL INC, CHILIS T-2",34192,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
PEKING CHINESE KITCHEN,2156690,Restaurant,3167 N HALSTED ST ,CHICAGO,IL,60657.0
UNION SQUARED PIZZA,2482857,Restaurant,125 S CLARK ST ,CHICAGO,IL,60603.0
TERRY'S,1893433,Restaurant,5950 W MADISON ST ,CHICAGO,IL,60644.0
PEPE'S MEXICAN RESTAURANT,50042,Restaurant,8313-8325 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0
POLO CAFE AND CATERING BRIDGEPORT U.S.A.,32540,Restaurant,3322 S MORGAN ST ,CHICAGO,IL,60608.0
FURIOUS  SPOON,2477309,Restaurant,125 S CLARK ST ,CHICAGO,IL,60603.0
SUBWAY SANDWICH,55059,Restaurant,1958 W PETERSON AVE ,CHICAGO,IL,60660.0
TAPAS VALANCIA,1927736,Restaurant,1530 S STATE ST ,CHICAGO,IL,60605.0
PASTA D'ARTE,2349135,Restaurant,6305-6311 N milwaukee AVE ,CHICAGO,IL,60646.0
SUKHADIA SWEETS & SNACKS,1493645,Restaurant,2557-2559 W DEVON AVE ,CHICAGO,IL,60659.0
EL BUEN GUSTO,2423044,Restaurant,3532 W MONTROSE AVE ,CHICAGO,IL,60618.0
AMK KITCHEN BAR,2384861,Restaurant,1954 W ARMITAGE AVE ,CHICAGO,IL,60622.0
EL HABANERO INC.,2283297,Restaurant,3300 W FULLERTON AVE ,CHICAGO,IL,60647.0
KFC,2153034,Restaurant,3536-3538 N CICERO AVE ,CHICAGO,IL,60641.0
LOS MOLCAJETES,2516776,Restaurant,3532 W MONTROSE AVE ,CHICAGO,IL,60618.0
HALSTED STREET DELI,2350236,Restaurant,541 N FAIRBANKS CT ,CHICAGO,IL,60611.0
SAKURA TEPPANYAKI AND SUSHI,2064355,Restaurant,730 W DIVERSEY PKWY ,CHICAGO,IL,60614.0
LA CASA DEL PAN BAKERY,2278844,Bakery,4454 N KEDZIE AVE ,CHICAGO,IL,60625.0
TWISTED TAPAS,1893935,Restaurant,1146 W PRATT BLVD ,CHICAGO,IL,60626.0
TOMMY'S RESTAURANT,70877,Restaurant,129 E 103RD ST ,CHICAGO,IL,60628.0
YUSHO HP,2314936,Restaurant,1301 E 53RD ST ,CHICAGO,IL,60615.0
Zia's Trattoria,1119378,Restaurant,6695-6699 N NORTHWEST HWY ,CHICAGO,IL,60631.0
SMACK DAB,2516816,Restaurant,945 W WELLINGTON AVE ,CHICAGO,IL,60657.0
KRISPY KRUNCHY CHICKEN,2141683,Restaurant,1840 W PETERSON AVE ,CHICAGO,IL,60660.0
RANALLIS,1738099,Restaurant,1508-1512 W BERWYN AVE ,CHICAGO,IL,60640.0
THREE CHEFS RESTURANT,2009471,Restaurant,8125 S HALSTED ST ,,IL,60620.0
THE SIT DOWN,1904432,Restaurant,1312 E 53RD ST ,CHICAGO,IL,60615.0
LAS DELICIAS DE MORELIA,2269792,Restaurant,4754 W FULLERTON AVE ,CHICAGO,IL,60639.0
CANADY ENTERPRISES CORP X,2432672,Restaurant,500 W MADISON ST ,CHICAGO,IL,60661.0
TAQUERIA LOS COMALES #1 INC,66734,Restaurant,3141 W 26TH ST ,CHICAGO,IL,60623.0
LA CUCHARA,2157659,Restaurant,1521-1523 W MADISON ST ,Chicago,IL,60607.0
GIORGINOS PIZZA,2137941,Restaurant,5723 W 63RD ST ,CHICAGO,IL,60638.0
ANTICA PIZZERIA,1932480,Restaurant,5663-65 N CLARK ST ,CHICAGO,IL,60660.0
THE ORIGINAL SALLY'S PANCAKE H,2098288,Restaurant,5454 N HARLEM AVE ,CHICAGO,IL,60656.0
HONG KONG CHINESE RESTAURANT,2289568,Restaurant,3904 N CICERO AVE ,CHICAGO,IL,60641.0
MACHU PICCHU,2368444,Restaurant,3856 N ASHLAND AVE ,CHICAGO,IL,60613.0
Red Lion Pub,4256,Restaurant,2446 N LINCOLN AVE ,CHICAGO,IL,60614.0
FRANCO'S RISTORANTE,16739,Restaurant,300 W 31ST ST ,CHICAGO,IL,60616.0
RESTAURANT 2 AMIGOS,21363,Restaurant,2320 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
"HOLLYWOOD FOOD MARKET, INC.",1964668,Restaurant,606 E 79TH ST ,CHICAGO,IL,60619.0
KERELYS PIZZA LLC,2349674,Restaurant,2934 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
POCKETS HYDE PARK,2153361,Restaurant,1309 E 53RD ST ,CHICAGO,IL,60615.0
Wendy's,1892674,Restaurant,9843 S WESTERN AVE ,CHICAGO,IL,60643.0
REHYDRATE WATER BAR + CAFE,1817167,Restaurant,3500-3504 N CICERO AVE ,CHICAGO,IL,60641.0
LE PAIN QUOTIDIEN,2350156,Restaurant,20 N MICHIGAN AVE ,CHICAGO,IL,60602.0
CAFE 222 LLC,2496208,Restaurant,222 N CANAL ST ,Chicago,IL,60606.0
WILDBERRY PANCAKES & CAFE,2088572,Restaurant,130 E RANDOLPH ST ,CHICAGO,IL,60601.0
EGGS INC. CAFE,2458563,Restaurant,680 N LAKE SHORE DR ,CHICAGO,IL,60611.0
CAFE 222 LLC,2496207,Restaurant,222 N CANAL ST ,Chicago,IL,60606.0
URBAN COUNTER,2163546,Restaurant,1221 S WABASH AVE FL ,CHICAGO,IL,60605.0
IRIE TAVERN,2422802,Restaurant,3404 N CLARK ST ,CHICAGO,IL,60657.0
Sol De Mexico Tierra Azteca,2022109,Restaurant,3018-3020 N Cicero AVE ,CHICAGO,IL,60641.0
MAGGIE GYROS,2137285,Restaurant,5458 S HALSTED ST ,CHICAGO,IL,60609.0
SUBWAY,2303621,Restaurant,1904 N WESTERN AVE ,CHICAGO,IL,60647.0
El Pueblito Mexican Grill,1381490,Restaurant,5152 N Cicero AVE ,CHICAGO,IL,60630.0
IRIE TAVERN,2422801,Restaurant,3404 N CLARK ST ,CHICAGO,IL,60657.0
WOOD,2142660,Restaurant,3335 N HALSTED ST ,CHICAGO,IL,60657.0
SMACK DAB CHICAGO,2511561,Restaurant,6730 N CLARK ST ,CHICAGO,IL,60626.0
TONI PATTISERIE,2108770,Restaurant,65 E WASHINGTON ST ,CHICAGO,IL,60602.0
"GOLDEN HOOK FISH, CHICKEN, STEAK & BEEF, INC.",2432754,Restaurant,4800 W FULTON ST ,CHICAGO,IL,60644.0
WHITE CASTLE #63,28473,Restaurant,2140 S WABASH AVE ,CHICAGO,IL,60616.0
RANDOLPH TAVERN,2283318,Restaurant,188 W RANDOLPH ST ,CHICAGO,IL,60601.0
TECALITLAN,7246,Restaurant,1814 W CHICAGO AVE ,CHICAGO,IL,60622.0
"KITTY O'SHEA'S CHICAGO, LLC",1381613,Restaurant,720 S MICHIGAN AVE ,CHICAGO,IL,60605.0
REESE'S FAST FOOD,1594197,Restaurant,1823 W 87TH ST ,CHICAGO,IL,60620.0
SEA FOOD HOT POT,2432467,Restaurant,1130 W ARGYLE ST ,CHICAGO,IL,60640.0
SEA FOOD HOT POT,2492180,Restaurant,1130 W ARGYLE ST ,CHICAGO,IL,60640.0
SUBWAY,2452423,Restaurant,8655 S JEFFERY BLVD ,CHICAGO,IL,60617.0
"LITTLE CAESAR ENTERPRISES, INC.",1963537,Restaurant,7963 S CICERO AVE ,CHICAGO,IL,60652.0
CARRASCOS GRILL,2495871,Restaurant,1556 S PULASKI RD ,CHICAGO,IL,60623.0
OAATO FOODS INC.,2431903,Restaurant,7118 N CLARK ST ,CHICAGO,IL,60626.0
BLOOMINGDALE'S DEPT. STORE,41816,Restaurant,900 N MICHIGAN AVE ,CHICAGO,IL,60611.0
HAROLD'S CHICKEN SHACK #55,24698,Restaurant,100 W 87TH ST ,CHICAGO,IL,60620.0
COUNTRY CLUB,1927742,Restaurant,3462 N CLARK ST ,CHICAGO,IL,60657.0
BROWN BAG SEAFOOD CO,2470457,Restaurant,125 S CLARK ST ,CHICAGO,IL,60603.0
NEW MODERN GRILL INC,44790,Restaurant,3171 N HALSTED ST ,CHICAGO,IL,60657.0
PEPE'S MEXICAN RESTAURANT,2138320,Restaurant,2014-2024 E 87TH ST ,CHICAGO,IL,60617.0
MARKET THYME,2147200,Restaurant,200 E RANDOLPH ST ,CHICAGO,IL,60601.0
ORIENTAL CHOP SUEY,2423951,Restaurant,1820 W 95TH ST ,CHICAGO,IL,60643.0
NATHAN'S CHICAGO STYLE,57664,Restaurant,1372 E 53RD ST ,CHICAGO,IL,60615.0
WILDFIRE,21034,Restaurant,159 W ERIE ST ,CHICAGO,IL,60654.0
SUBWAY,1938179,Restaurant,1 E 83RD ST ,CHICAGO,IL,60619.0
JIMMY JOHN'S CLARK,1768647,Restaurant,28 N CLARK ST ,CHICAGO,IL,60602.0
EUROPEAN CHALET,32693,Restaurant,5445 S HARLEM AVE ,CHICAGO,IL,60638.0
LITTLE BRANCH CAFE,2398970,Restaurant,1251 S PRAIRIE AVE ,CHICAGO,IL,60605.0
Subway,2048240,Restaurant,5150 W Belmont AVE ,CHICAGO,IL,60641.0
OSCAR'S FOODS INC,21262,Restaurant,6130 W BELMONT AVE ,CHICAGO,IL,60634.0
PRET A MANGER,2068718,Restaurant,100 N LA SALLE ST ,CHICAGO,IL,60602.0
MELLOW YELLOW,1542,Restaurant,1508 E 53RD ST ,CHICAGO,IL,60615.0
DUNKIN DONUTS,1142358,Restaurant,5615 S HARLEM AVE ,CHICAGO,IL,60638.0
NITE CAP,35960,Restaurant,5007-5009 W IRVING PARK RD ,CHICAGO,IL,60641.0
VIOLA TACOS & PIES,2447160,Restaurant,306 E 75TH ST ,CHICAGO,IL,60619.0
O'MALLEY'S,30986,Restaurant,3501 S UNION AVE ,CHICAGO,IL,60609.0
MCDONALD'S #20104,1868077,Restaurant,111 W JACKSON BLVD ,CHICAGO,IL,60604.0
CRAZY CRAB,2442527,Restaurant,4650 N CLARK ST ,CHICAGO,IL,60640.0
TOPPER'S PIZZA,2379265,Restaurant,1658 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
PEKING CHINESE FOOD INC,1223079,Restaurant,129 W NORTH AVE ,CHICAGO,IL,60610.0
REDMOND'S,18172,Restaurant,3356-3358 N SHEFFIELD AVE ,CHICAGO,IL,60657.0
LA HUMITA,1622351,Restaurant,3466 N PULASKI RD ,CHICAGO,IL,60641.0
SAIGON SISTERS,2203097,Restaurant,251 E HURON ST ,CHICAGO,IL,60611.0
TINY,1823622,Restaurant,4352 N LEAVITT ST ,CHICAGO,IL,60618.0
MARGARITA'S PIZZERIA,1875208,Restaurant,346 E 75TH ST ,CHICAGO,IL,60619.0
COSI,2363900,Restaurant,259 E ERIE ST ,CHICAGO,IL,60611.0
MARGIES CANDIES,1622713,Restaurant,1813 W MONTROSE AVE ,CHICAGO,IL,60613.0
NEW LITTLE CHINA,1844410,Restaurant,1737 E 95TH ST ,CHICAGO,IL,60617.0
THE BEER BISTRO NORTH,1937764,Restaurant,1415 W FULLERTON AVE ,CHICAGO,IL,60614.0
SUBWAY,2050000,Restaurant,1901 W 103RD ST ,CHICAGO,IL,60643.0
AWIL MOHAMED ERIC,2447137,Restaurant,6319 N RIDGE AVE ,CHICAGO,IL,60660.0
FAT WILLY'S RIB SHACK,1442257,Restaurant,2416-2422 W SCHUBERT AVE ,CHICAGO,IL,60647.0
JIMMY G'S,9154,Restaurant,307 S KEDZIE AVE ,CHICAGO,IL,60612.0
TRIANO'S PIZZA,10399,Restaurant,6758 W ARCHER AVE ,CHICAGO,IL,60638.0
MORRIE O'MALLEYS,2511162,Restaurant,3501 S UNION AVE ,CHICAGO,IL,60609.0
SERGIO'S TAQUERIA PIZZA INC.,1447363,Restaurant,3253 W BRYN MAWR AVE ,CHICAGO,IL,60659.0
JIBEK JOLU,1904287,Restaurant,5047 N LINCOLN AVE ,CHICAGO,IL,60625.0
J & J FISH & CHICKEN,2293751,Restaurant,1215 S ASHLAND AVE ,CHICAGO,IL,60608.0
LAS ISLAS MARIAS,1649503,Restaurant,6560 W FULLERTON AVE ,CHICAGO,IL,60707.0
DUNKIN DONUTS,2359112,Restaurant,250 E SUPERIOR ST ,CHICAGO,IL,60611.0
SLIM'S,2064928,Restaurant,2020 W MONTROSE AVE ,CHICAGO,IL,60618.0
Olive Mediterranean Grill,2469894,Restaurant,23 E ADAMS ST ,CHICAGO,IL,60603.0
PEEPLES TACO'S,2137182,Restaurant,5944 W CHICAGO AVE ,CHICAGO,IL,60651.0
RAINFOREST CAFE,57300,Restaurant,605 N CLARK ST ,CHICAGO,IL,60654.0
QUESADILLA MONARCA,2373782,Restaurant,3645 1/2 W 83RD PL ,CHICAGO,IL,60652.0
DEPAUL UNIVERSITY LOOP CAMPUS BOOKSTORE #085,1595448,Restaurant,1 E JACKSON BLVD ,CHICAGO,IL,60604.0
"SODEXHO AMERICA, LLC / KATE KELLOGG",2495875,Restaurant,340 E SUPERIOR ST ,CHICAGO,IL,60611.0
"SODEXHO AMERICA, LLC / KATE KELLOGG",2495874,Restaurant,340 E SUPERIOR ST ,CHICAGO,IL,60611.0
MCDONALD'S,1490035,Restaurant,6900 S LAFAYETTE AVE ,CHICAGO,IL,60621.0
JAMAICA ISLAND JERK CHICKEN,2192750,Restaurant,5058 S HALSTED ST ,CHICAGO,IL,60609.0
"SODEXHO AMERICA, LLC / KATE KELLOGG",1842214,Restaurant,340 E SUPERIOR ST ,CHICAGO,IL,60611.0
STARBUCKS COFFEE #2510,2422996,Restaurant,414 N ORLEANS ST ,CHICAGO,IL,60654.0
LA PENA RESTAURANTE,1120265,Restaurant,4212-4214 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
THE REGION HANDCRAFTED HAMBURGERS,2511306,Restaurant,2057 W ROSCOE ST ,CHICAGO,IL,60618.0
BASKIN ROBBINS,1332646,Restaurant,31 E ADAMS ST ,CHICAGO,IL,60603.0
LIFE LLC,2500946,Restaurant,3858 W MADISON ST ,CHICAGO,IL,60624.0
MOGADISHU RESTAURANT INC.,1959848,Restaurant,931 N ORLEANS ST ,CHICAGO,IL,60610.0
FRIENDS SUSHI ON STATE/FRIENDS RAMEN,2506210,Restaurant,806-808 N STATE ST ,CHICAGO,IL,60610.0
Uncle Julio's Hacienda,2231880,Restaurant,855 W NORTH AVE ,CHICAGO,IL,60642.0
"PANADERIA GUATEMALTECA, INC.",1985216,Bakery,4363 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
"JAMAICA JERK SPICE, INC",1909392,Restaurant,6500 S COTTAGE GROVE AVE ,CHICAGO,IL,60637.0
CANTON STAR CHINESE RESTAURANT,2177676,Restaurant,2230 S WESTERN AVE ,CHICAGO,IL,60608.0
CHINESE YUM YUM,2032813,Restaurant,809 W JACKSON BLVD ,CHICAGO,IL,60607.0
BARRY'S BOOTCAMP,2511955,Restaurant,1933 N HALSTED ST ,CHICAGO,IL,60614.0
PIZZA NOVA,5236,Restaurant,1842 W 18TH ST ,CHICAGO,IL,60608.0
SUNSET PHO CAFE,1446810,Restaurant,5726 N WESTERN AVE ,CHICAGO,IL,60659.0
Ethiopian Diamond II Restaurant Inc.,1986871,Restaurant,7537-7539 N Clark ST ,CHICAGO,IL,60626.0
CAPO'S,2511569,Restaurant,1147 W GRAND AVE ,CHICAGO,IL,60642.0
DOMINO'S PIZZA,37508,Restaurant,1415 W IRVING PARK RD ,CHICAGO,IL,60613.0
FRONTERA GRILL/TOPLOBAMPO,2278794,Restaurant,443 - 447 N CLARK ST ,CHICAGO,IL,60654.0
63RD AND DREXEL MOBIL,1817156,Restaurant,850 E 63RD ST ,CHICAGO,IL,60637.0
MANCHU WOK,1909523,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
Q SAZON MEXICAN RESTAURANT,2256167,Restaurant,8451 S PULASKI RD ,CHICAGO,IL,60652.0
CAFE SAN JUAN,2493115,Restaurant,4305 N KEDZIE AVE ,CHICAGO,IL,60618.0
TEDINO'S,18177,Restaurant,5335 N SHERIDAN RD ,CHICAGO,IL,60640.0
"MARISCOS LA COSTA DE JALISCO, INC.",2350104,Restaurant,1738 W 47TH ST ,CHICAGO,IL,60609.0
"CLARK STREET FIRECAKES,LLC",2437860,Restaurant,2453 N CLARK ST ,CHICAGO,IL,60614.0
SABAS VEGA INC.,8833,Restaurant,1808 S ASHLAND AVE ,CHICAGO,IL,60608.0
ROYS LUNCH BAG,46653,Restaurant,403 E 71ST ST ,CHICAGO,IL,60619.0
ITALIAN PIZZA HOUSE,2308867,Restaurant,3443 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
AMERICA'S DOG,2069938,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
CAFFE BACI,39265,Restaurant,225 W WACKER DR ,CHICAGO,IL,60606.0
SAFEHOUSE,2476519,Restaurant,60 E ONTARIO ST ,CHICAGO,IL,60611.0
SUBWAY SANDWICH,1922096,Restaurant,7918 S WESTERN AVE ,CHICAGO,IL,60620.0
SAFEHOUSE,2476518,Restaurant,60 E ONTARIO ST ,CHICAGO,IL,60611.0
VOLO RESTAURANT,1542917,Restaurant,2008 W ROSCOE ST ,CHICAGO,IL,60618.0
THOMAS COFFEE SHOP,7545,Restaurant,1657 E 87TH ST ,CHICAGO,IL,60617.0
BISTRO GRAND,1843726,Restaurant,2362-2364 N NEVA AVE ,CHICAGO,IL,60707.0
J K KABAB HOUSE,61504,Restaurant,6412 N ROCKWELL ST ,CHICAGO,IL,60645.0
CHURCH'S CHICKEN # 1053,1273275,Restaurant,1151 S INDEPENDENCE BLVD ,CHICAGO,IL,60624.0
VALENTINO CLUB CAFE,1770,Restaurant,7150 W GRAND AVE ,CHICAGO,IL,60707.0
LOTUS RESTAURANT,1620818,Restaurant,814-816 E 79TH ST ,CHICAGO,IL,60619.0
BRASA ROJA RESTAURANT,2184967,Restaurant,3556 N PULASKI RD ,CHICAGO,IL,60641.0
"RYLON'S SMOKEHOUSE PARTNERS, LLP",2496892,Restaurant,67-69 E CERMAK RD ,CHICAGO,IL,60616.0
SEE THRU CHINESE KITCHEN,36468,Restaurant,10939 S WESTERN AVE ,CHICAGO,IL,60643.0
PIZZA HUT,2183633,Restaurant,3009 N CLARK ST ,CHICAGO,IL,60657.0
CAPRI PIZZA,2326483,Restaurant,8820-8824 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
TORTAS ZURITA LLC,2308085,Restaurant,3508 W 26TH ST ,CHICAGO,IL,60623.0
FRESHII 1871,2427846,Restaurant,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0
HONG WING CHINA DELIGHT,1596874,Restaurant,6618 W NORTH AVE ,CHICAGO,IL,60707.0
FELICE'S ROMAN STYLE PIZZA,2138384,Restaurant,6441 N SHERIDAN RD ,CHICAGO,IL,60626.0
EVITA ARGENTINIAN STEAKHOUSE,2464488,Restaurant,6112 N LINCOLN AVE ,CHICAGO,IL,60659.0
"MAYA'S PIZZA, INC.",1846595,Restaurant,8550 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
THAI AROMA INC,1909730,Restaurant,4142 N BROADWAY ,CHICAGO,IL,60613.0
CLARKES ROGERS PARK,2458546,Restaurant,6431 N SHERIDAN RD ,CHICAGO,IL,60626.0
TEXICAN CHICAGO,2511905,Restaurant,869 N LARRABEE AVE ,CHICAGO,IL,60610.0
BURGER KING,2411506,Restaurant,1215 N MILWAUKEE AVE ,CHICAGO,IL,60642.0
I LOVE SUSHI INC,2342322,Restaurant,869 N LARRABEE AVE ,CHICAGO,IL,60610.0
LAO SZE CHUAN RESTAURANT,75883,Restaurant,2172 S ARCHER AVE ,CHICAGO,IL,60616.0
