dba_name,license_#,facility_type,address,city,state,zip
FUL,2104100,Restaurant,3310 N BROADWAY ,CHICAGO,IL,60657.0
PICCOLO SOGNO DUE,2134048,Restaurant,340 N CLARK ST ,CHICAGO,IL,60654.0
SAGINAW RESTAURANT & FOOD,2026358,Restaurant,2642 E 130TH ST ,CHICAGO,IL,60633.0
JAMBA JUICE COMPANY COMPANY,1471088,Restaurant,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0
PUPUSERIA EL EXCELENTE,1902730,Restaurant,10429 1/2 S EWING AVE ,CHICAGO,IL,60617.0
MARKED FOR DESSERT,1245608,Restaurant,1812 W GREENLEAF AVE ,CHICAGO,IL,60626.0
JILLY'S BISTRO,41252,Restaurant,1007 N RUSH ST ,CHICAGO,IL,60611.0
GIORDANO'S RESTAURANT & PIZZ,16300,Restaurant,815 W VAN BUREN ST ,CHICAGO,IL,60607.0
GIORDANO'S RESTAURANT & PIZZ,16299,Restaurant,815 W VAN BUREN ST ,CHICAGO,IL,60607.0
GIORDANO'S OF GREEKTOWN,2138490,Restaurant,815 W VAN BUREN ,CHICAGO,IL,60607.0
QUARTINO,2153447,Restaurant,626 N STATE ST ,CHICAGO,IL,60654.0
GIORDANO'S ON BELMONT,2138486,Restaurant,1036-1040 W BELMONT AVE ,CHICAGO,IL,60657.0
GIORDANO'S ENTERPRISES INC,16301,Restaurant,1040 W BELMONT AVE ,CHICAGO,IL,60657.0
RICHIE'S RESTAURANT,78213,Restaurant,3123  -03125 W 111TH ST ,CHICAGO,IL,60655.0
NOODLES & COMPANY,2134280,Restaurant,3419 N SOUTHPORT AVE ,CHICAGO,IL,60657.0
LAURIE'S REST & COCKTAIL LOUNG,218,Restaurant,5153 N BROADWAY ,CHICAGO,IL,60640.0
DUNKIN DONUTS,1914084,Restaurant,1431 W 95TH ST ,CHICAGO,IL,60643.0
Fatburger,1960169,Restaurant,2341 W 95TH ST ,CHICAGO,IL,60643.0
THE ORIGINAL MARGIES MAXWELL STREET,1963550,Restaurant,4646 W CHICAGO AVE ,CHICAGO,IL,60651.0
Herbalife,0,Restaurant,6214 W DIVERSEY AVE ,CHICAGO,IL,60639.0
RELAX LOUNGE,1739023,Restaurant,1450 W CHICAGO AVE ,CHICAGO,IL,60642.0
WOOD,2142662,Restaurant,3335 N HALSTED ST ,CHICAGO,IL,60657.0
FIREFLY,1767951,Restaurant,3335 N HALSTED ST ,CHICAGO,IL,60657.0
ANGIN MAMIRI (INDONSESIAN CUISINE),1965082,Restaurant,2739 W TOUHY AVE ,CHICAGO,IL,60645.0
Aramark,1985471,Restaurant,11555 W TOUHY AVE ,CHICAGO,IL,60666.0
S'  PAISANS PIZZA & GRILL,1622095,Restaurant,704 W 47TH ST ,CHICAGO,IL,60609.0
GIORDANO'S REST. & PIZZERIA,16305,Restaurant,730 N RUSH ST ,CHICAGO,IL,60611.0
GIORDANO'S ON RUSH,2138494,Restaurant,730 N RUSH ST ,CHICAGO,IL,60611.0
PARK 52,2084649,Restaurant,5201 S HARPER ,CHICAGO,IL,60615.0
LA COCINA DE MAMA NENAS INC,1070164,Restaurant,2022 W 35TH ST ,CHICAGO,IL,60609.0
THE SALVATION ARMY/KROC CENTER,0,Restaurant,1250 W 119th st ST ,CHICAGO,IL,60643.0
CANTON EXPRESS,1903359,Restaurant,3205 N HALSTED ST ,CHICAGO,IL,60657.0
GUYS AND WOK,2114400,Restaurant,3205 N HALSTED ST ,CHICAGO,IL,60657.0
PANDA EXPRESS #1169,1880124,Restaurant,9529 S WESTERN AVE ,CHICAGO,IL,60643.0
KENTUCKY FRIED CHICKEN,1492329,Restaurant,4715 W FULLERTON AVE ,CHICAGO,IL,60639.0
GRECIA'S PIZZA,2069362,Restaurant,2147 S PULASKI RD ,CHICAGO,IL,60623.0
BLUE AGAVE TEQUILA BAR & RESTAURANT,2124396,Restaurant,579 W KINZIE ST ,CHICAGO,IL,60654.0
BLUE AGAVE TEQUILA BAR & RESTAURANT,2124395,Restaurant,579 W KINZIE ST ,CHICAGO,IL,60654.0
EL CHILE RESTAURANT & PANCAKE HOUSE,51051,Restaurant,3038-3040 W MONTROSE AVE ,CHICAGO,IL,60618.0
CHINESE GOURMET EXPRESS,1943627,Restaurant,9615 S WESTERN AVE ,CHICAGO,IL,60643.0
"RITZ-CARLTON RESIDENCES, CHICAGO",2137768,Restaurant,118 E ERIE ST ,CHICAGO,IL,60611.0
PLUSH-CHICAGO,1275567,Restaurant,1104 W MADISON ST ,CHICAGO,IL,60607.0
ORION RESTAURANT,2097958,Restaurant,5772 S ARCHER AVE ,CHICAGO,IL,60638.0
PLUSH-CHICAGO,1275518,Restaurant,1104 W MADISON ST ,CHICAGO,IL,60607.0
ERIKA GRILL,2069413,Restaurant,3532 W MONTROSE AVE ,CHICAGO,IL,60618.0
MS EGGROLL #2 STAR INC.,2089284,Restaurant,6966 N GLENWOOD AVE ,CHICAGO,IL,60626.0
KEN FONG INC,51052,Restaurant,6261 N MCCORMICK RD ,CHICAGO,IL,60659.0
LA CENADURIA DE ELDA,1998587,Restaurant,3551 W 26TH ST BLDG ,CHICAGO,IL,60623.0
HOANH LONG RESTAURANT,1742993,Restaurant,6144 N LINCOLN AVE ,CHICAGO,IL,60659.0
WHATS COOKING RESTAURANT,1244024,Restaurant,6181 N LINCOLN AVE ,CHICAGO,IL,60659.0
MOHER,1574089,Restaurant,5310 W DEVON AVE ,CHICAGO,IL,60646.0
ALVARO JIMENEZ,0,Restaurant,4553 S ASHLAND AVE ,CHICAGO,IL,60609.0
MOHER PUBLIC HOUSE,2147875,Restaurant,5310 W DEVON AVE ,CHICAGO,IL,60646.0
SEAFOOD GARDEN,1868845,Restaurant,1020 W ARGYLE ST ,CHICAGO,IL,60640.0
CHEESIES PUB & GRUB,2134400,Restaurant,958 - 960 W BELMONT AVE ,CHICAGO,IL,60657.0
G-RODS STEAK HOUSE,1904003,Restaurant,11346 S MICHIGAN AVE ,CHICAGO,IL,60628.0
TRENCHERMEN,2098831,Restaurant,2039 W NORTH AVE ,CHICAGO,IL,60647.0
TRENCHERMEN,2098830,Restaurant,2039 W NORTH AVE ,CHICAGO,IL,60647.0
MOM'S PIZZA,48321,Restaurant,4138 W ARMITAGE AVE ,CHICAGO,IL,60639.0
FAST WOK,1677404,Restaurant,2020 N CALIFORNIA AVE ,CHICAGO,IL,60647.0
SUBWAY,1999123,Restaurant,400 N ORLEANS ST ,CHICAGO,IL,60654.0
CHINA  GARDEN,1992486,Restaurant,13328 S BALTIMORE AVE ,CHICAGO,IL,60633.0
SUNSHINE,1225101,Restaurant,3523 N KEDZIE AVE ,CHICAGO,IL,60618.0
SUNSHINE,1170493,Restaurant,3523 N KEDZIE AVE ,CHICAGO,IL,60618.0
SIMPLE THINGS,2088976,Bakery,2603 W 71ST ST ,CHICAGO,IL,60629.0
Delicious,16884,Restaurant,308 W ERIE ST ,CHICAGO,IL,60654.0
THAI CLASSIC RESTAURANT,18221,Restaurant,3332 N CLARK ST ,CHICAGO,IL,60657.0
ARTISAN  CATERING,2133950,Restaurant,2246 W ARMITAGE AVE ,CHICAGO,IL,60647.0
MAMA GREEN'S GOURMET GOODIES,2069625,Bakery,324 N LEAVITT ST ,CHICAGO,IL,60612.0
DUNKIN DONUTS,2020843,Restaurant,101 W DIVISION ST ,CHICAGO,IL,60610.0
DUNKIN DONUTS,81774,Restaurant,101 W DIVISION ST ,CHICAGO,IL,60610.0
JR BOZS,1932949,Restaurant,3402 W 111TH ST ,CHICAGO,IL,60655.0
FAMLY DOLLAR STORE #6651,1574947,Restaurant,642 E 47TH ST ,CHICAGO,IL,60653.0
KMART #4729,2133699,Restaurant,1360 N ASHLAND AVE ,CHICAGO,IL,60622.0
FAMLY DOLLAR STORE #6651,1695101,Restaurant,642 E 47TH ST ,CHICAGO,IL,60653.0
GAZTRO - WAGON,2036324,Restaurant,5973 N CLARK ST ,CHICAGO,IL,60660.0
ANITA'S FAST FOOD,1514800,Restaurant,5306 S CENTRAL AVE ,CHICAGO,IL,60638.0
PEKING CHINESE KITCHEN,1352213,Restaurant,3167 N HALSTED ST ,CHICAGO,IL,60657.0
Peking Chinese Kitchen,2032507,Restaurant,3167 N HALSTED ST ,CHICAGO,IL,60657.0
ARAMARK SERVICES  INC-  HARRIS BANK,2130310,Restaurant,111 W MONROE ST ,CHICAGO,IL,60603.0
C-HOUSE,1899532,Restaurant,166 E SUPERIOR ST ,CHICAGO,IL,60611.0
MILENORTH,2152524,Restaurant,166 E SUPERIOR ST ,CHICAGO,IL,60611.0
MILENORTH,2152528,Restaurant,166 E SUPERIOR ST ,CHICAGO,IL,60611.0
MILENORTH,2152527,Restaurant,166 E SUPERIOR ST ,CHICAGO,IL,60611.0
MILENORTH,2152567,Restaurant,166 E SUPERIOR ST ,CHICAGO,IL,60611.0
First Slice Pie Cafe,1987021,Restaurant,163 E PEARSON ST ,CHICAGO,IL,60611.0
EL CUBANITO,1492358,Restaurant,2555 N PULASKI RD ,CHICAGO,IL,60639.0
EL CUBANITO,1443973,Restaurant,2555 N PULASKI RD ,CHICAGO,IL,60639.0
FORZA,2147422,Restaurant,2476-2478 N LINCOLN AVE ,CHICAGO,IL,60614.0
"LITTTLE BRANCH CAFE, INC.",1904603,Restaurant,1251 S PRAIRIE AVE ,CHICAGO,IL,60605.0
"LITTTLE BRANCH CAFE, INC.",1844118,Restaurant,1251 S PRAIRIE AVE ,CHICAGO,IL,60605.0
"LITTTLE BRANCH CAFE, INC.",2146986,Restaurant,1251 S PRAIRIE AVE ,CHICAGO,IL,60605.0
EL POLLO LOCO (LOCATION #6064),1887957,Restaurant,4557 N SHERIDAN RD ,CHICAGO,IL,60640.0
RED  MANGO,2087949,Restaurant,6460 N SHERIDAN RD ,CHICAGO,IL,60626.0
RAPA-NUI RESTAURANT,1878662,Restaurant,4009 N ELSTON AVE ,CHICAGO,IL,60618.0
RAMOVA CHILI PARLOR,3812,Restaurant,3510 S HALSTED ST ,CHICAGO,IL,60609.0
TAQUERIA ZAPATA,1873357,Restaurant,4742 N KIMBALL AVE ,CHICAGO,IL,60625.0
MY LITTLE SPACE CYBER CAFE,2054682,Restaurant,2943 W IRVING PARK RD ,CHICAGO,IL,60618.0
"PIZZA RUSTICA, INC",1579912,Restaurant,3913 N SHERIDAN RD ,CHICAGO,IL,60613.0
EL VOLCANAZZOO,2130086,Restaurant,1911 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0
SPRING WORLD RESTAURANT,77107,Restaurant,2109 S CHINA PL ,CHICAGO,IL,60616.0
HOTEL INIDGO CHICAGO GOLD COAST,1494612,Restaurant,1244 N DEARBORN ST ,CHICAGO,IL,60610.0
SULLY'S HOUSE,2152163,Restaurant,1501 N DAYTON ST ,CHICAGO,IL,60622.0
RONNIE'S FAMOUS HOAGIES & STEAKS,1960046,Restaurant,3460 W 79TH ST ,CHICAGO,IL,60652.0
KENTUCKY FRIED CHICKEN 200-049,21202,Restaurant,3927 N HARLEM AVE ,CHICAGO,IL,60634.0
HOT DOG HEAVEN,1820396,Restaurant,2539 W 79TH ST ,CHICAGO,IL,60652.0
Damenzo's,2141882,Restaurant,741 S WESTERN AVE ,CHICAGO,IL,60612.0
PARK RIBS,1893882,Restaurant,7127 W ARCHER AVE ,CHICAGO,IL,60638.0
GORSKI BAKERY,22591,Bakery,2835 N CENTRAL AVE ,CHICAGO,IL,60634.0
LINCOLN KARAOKE,2089175,Restaurant,5524-5528 N LINCOLN AVE ,CHICAGO,IL,60625.0
HOTEL INDIGO CHICAGO GOLD COAST,2152680,Restaurant,1244 N DEARBORN ST ,CHICAGO,IL,60610.0
Lincolin Norabang Restaurant,1985574,Restaurant,5524-5526 N Lincoln AVE BLDG 1st,CHICAGO,IL,60625.0
Columbus Restaurant & Bar,1718611,Restaurant,651 W WASHINGTON BLVD ,CHICAGO,IL,60661.0
Columbus Restaurant & Bar,30585,Restaurant,651 W WASHINGTON BLVD ,CHICAGO,IL,60661.0
DUNKIN DONUTS,1579065,Restaurant,1200 N MILWAUKEE AVE ,CHICAGO,IL,60622.0
CITY OF ANGELS,48652,Restaurant,6050 W IRVING PARK RD ,CHICAGO,IL,60634.0
VIAGGIO AT THE PARK,2133657,Restaurant,401-403 W FULLERTON PKWY ,CHICAGO,IL,60614.0
PANDA PANDA,1271714,Restaurant,5458 N BROADWAY ,CHICAGO,IL,60640.0
PANDA PANDA,1352282,Restaurant,5458 N BROADWAY ,CHICAGO,IL,60640.0
CAFE MESTIZO GALLERY,1648443,Restaurant,1646 W 18TH ST ,CHICAGO,IL,60608.0
"M & A GRILL, INC.",2094401,Restaurant,1646 W 18TH ST ,CHICAGO,IL,60608.0
Fuji Hibachi & Sushi,2113688,Restaurant,5645 W BELMONT AVE ,CHICAGO,IL,60634.0
JAMBA JUICE #586,1874270,Restaurant,9521 S WESTERN AVE ,CHICAGO,IL,60643.0
THE BUNGALOW CAFE,2142305,Restaurant,6247 N MILWAUKEE AVE ,CHICAGO,IL,60646.0
CAPONIES CAFE & PIZZA,48777,Restaurant,3350 N HARLEM AVE ,CHICAGO,IL,60634.0
UNTITLED 111,2129136,Restaurant,111-113 W KINZIE ST ,CHICAGO,IL,60654.0
IVY HOTEL,2097903,Restaurant,233 E ONTARIO ST ,CHICAGO,IL,60611.0
GEB,2142682,Restaurant,841 W RANDOLPH ST FL ,CHICAGO,IL,60607.0
IVY HOTEL,2097905,Restaurant,233 E ONTARIO ST ,CHICAGO,IL,60611.0
ROSATIS PIZZA,58743,Restaurant,3150 W 111TH ST ,CHICAGO,IL,60655.0
"ARAMARK EDUCATIONAL SERVICES, INC.",1768902,Restaurant,430 S MICHIGAN AVE ,CHICAGO,IL,60605.0
HUARACHES,1445092,Restaurant,3021 W LAWRENCE AVE ,CHICAGO,IL,60625.0
JULIE'S COFFEE HOUSE,1842426,Restaurant,2421 W NORTH AVE ,CHICAGO,IL,60647.0
LA LAS PIZZA AND WINGS INC.,2094066,Restaurant,3958 W MONROE ST ,CHICAGO,IL,60624.0
YO-LITE,2103666,Restaurant,1843 W NORTH AVE ,CHICAGO,IL,60622.0
Cafe 608,2013328,Restaurant,608 W BARRY AVE ,CHICAGO,IL,60657.0
FFC WEST LOOP,2087793,Restaurant,10 S CLINTON ST ,CHICAGO,IL,60661.0
ROLLING DOUGHNUTS,2074653,Bakery,3170 S ASHLAND AVE ,CHICAGO,IL,60608.0
BEVERLY'S PANTRY / CAFE 103,1737116,Restaurant,1907-1909 W 103RD ST ,CHICAGO,IL,60643.0
BIG PAPPAS MR. GYROS PIZZERIA,2088183,Restaurant,10641-43 S PULASKI RD ,CHICAGO,IL,60655.0
CESAR'S TACOS,2141714,Restaurant,3162-3166 N CLARK ST ,CHICAGO,IL,60657.0
TAQUERIA OCHOA,2083377,Restaurant,4151 W 47TH ST ,CHICAGO,IL,60632.0
THE GROCERY,1869237,Restaurant,804 W WASHINGTON BLVD ,CHICAGO,IL,60607.0
GOLDEN HOOKS FISH & CHICKEN,2042435,Restaurant,3958 W MONROE ST ,CHICAGO,IL,60624.0
DHARMA GARDEN,1356478,Restaurant,3109 W IRVING PARK RD ,CHICAGO,IL,60618.0
HOPLEAF BAR,2152670,Restaurant,5146-5148 N CLARK ST ,CHICAGO,IL,60640.0
ASIAGO EXPRESS,1276135,Restaurant,176 N WELLS ST ,CHICAGO,IL,60606.0
Cafe Versace,2137564,Restaurant,2659-2661 N HARLEM AVE ,CHICAGO,IL,60707.0
NAKED PIZZA,2153426,Restaurant,953 W DIVERSEY PKWY ,CHICAGO,IL,60614.0
CHICKEN SHACK,1979942,Restaurant,2517 W 79TH ST ,CHICAGO,IL,60652.0
mr.daniel's,1899292,Restaurant,5645 W BELMONT AVE ,CHICAGO,IL,60634.0
REVOLUTION STEAK HOUSE,2134096,Restaurant,3443-3455 N BROADWAY ,CHICAGO,IL,60657.0
BALLY TOTAL FITNESS CORPORATION,1140757,Restaurant,5444 N CUMBERLAND AVE ,CHICAGO,IL,60656.0
GIORDANO'S OF PRUDENTIAL PLAZA,2138484,Restaurant,130 E RANDOLPH ST ,CHICAGO,IL,60601.0
PEI WEI ASIAN MARKET,2129128,Restaurant,227 E ONTARIO ST ,CHICAGO,IL,60611.0
BOHICA BAR AND GRILL,2147524,Restaurant,5518 S ARCHER AVE ,CHICAGO,IL,60638.0
MAISON,2125462,Restaurant,333 E BENTON PL ,CHICAGO,IL,60601.0
MAISON,2125460,Restaurant,333 E BENTON PL ,CHICAGO,IL,60601.0
RITA'S PLACE,3521,Restaurant,1144 W 18TH ST ,CHICAGO,IL,60608.0
Mary Foods Granola For Good,2002960,Restaurant,806 E 64TH ST ,CHICAGO,IL,60637.0
TASTE OF CHINATOWN,1884657,Restaurant,1343 W 18TH ST ,CHICAGO,IL,60608.0
LA CONDESA,49744,Restaurant,5717 S KEDZIE AVE ,CHICAGO,IL,60629.0
PANDA EXPRESS #236,1801495,Restaurant,77 W JACKSON BLVD ,CHICAGO,IL,60604.0
D & K GOURMET SALADS AND MORE,1975914,Restaurant,2645 W 63RD ST ,CHICAGO,IL,60629.0
BARISTA COFFEE HOUSE INC.,1579130,Restaurant,852 N DAMEN AVE ,CHICAGO,IL,60622.0
BUEN  PALADAR,1998385,Restaurant,2955 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
W CHICAGO CITY CENTER,76147,Restaurant,172 W ADAMS ST ,CHICAGO,IL,60603.0
KIN JAPANESE CUISINE,2073585,Restaurant,933 N ASHLAND AVE ,CHICAGO,IL,60622.0
W CHICAGO-CITY CENTER,2138445,Restaurant,172 W ADAMS ST ,CHICAGO,IL,60603.0
W CHICAGO-CITY CENTER,2138447,Restaurant,172 W ADAMS ST ,CHICAGO,IL,60603.0
ICE BAR,2137235,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
CHICOS PONCITLAN,2031858,Restaurant,3610 W BELMONT AVE ,CHICAGO,IL,60618.0
DAATA DARBAR FAMILY RESTAURENT,1621946,Restaurant,2306 W DEVON AVE ,CHICAGO,IL,60659.0
GRAND CHINESE KITCHEN,18235,Restaurant,5401 S WENTWORTH AVE ,CHICAGO,IL,60609.0
Kabob Inn,2017680,Restaurant,2908 N BROADWAY ST ,CHICAGO,IL,60657.0
BOTTLEFORK,2137765,Restaurant,441 N CLARK ST ,CHICAGO,IL,60654.0
PEKIN HOUSE CORP,51889,Restaurant,2311 W DEVON AVE ,CHICAGO,IL,60659.0
TEAZZZ,2031502,Restaurant,125 E 37TH ST ,CHICAGO,IL,60653.0
SWEET STATION,2107921,Restaurant,2101 S CHINA PL ,CHICAGO,IL,60616.0
SWEET STATION,1998584,Restaurant,2101 S CHINA PL ,CHICAGO,IL,60616.0
SWEET STATON,2142653,Restaurant,2101 S CHINA PL ,CHICAGO,IL,60616.0
THE ORIGINAL MAXWELL STREET & MORE,2021231,Restaurant,1157 W 47 TH ST ,CHICAGO,IL,60609.0
REVOLUTION BREWING,1920838,Restaurant,2323 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
THE WIT,2142351,Restaurant,201 N STATE ST FL ,CHICAGO,IL,60601.0
TACO BELL,1678879,Restaurant,1644 W 95TH ST ,CHICAGO,IL,60643.0
THE WIT,1915459,Restaurant,201 N STATE ST ,CHICAGO,IL,60601.0
"LFP CHURRO #1, LLC",2087777,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
SOUL GOURMET,0,Restaurant,740 W 63ST ,CHICAGO,IL,60621.0
SOUL VEGETARIAN EAST INCORPORATED,1938181,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
WEST ON WHEELS,2008897,Restaurant,740 W 63 ST ,CHICAGO,IL,60621.0
SOFRA TURKISH KITCHEN,2102851,Restaurant,3134 N LINCOLN AVE ,CHICAGO,IL,60657.0
SUSHI WABI,69029,Restaurant,842 W RANDOLPH ST ,CHICAGO,IL,60607.0
KING'S CHOP SUEY,50599,Restaurant,4739 W 63RD ST ,CHICAGO,IL,60629.0
SPOON THAI RESTAURANT,41440,Restaurant,4608 N WESTERN AVE ,CHICAGO,IL,60625.0
OSAKA EXPRESS,1904751,Restaurant,1311 W TAYLOR ST ,CHICAGO,IL,60607.0
WILD HARE,2133897,Restaurant,2610 N HALSTED ST ,CHICAGO,IL,60614.0
UMAMI ASIAN FUSION,2115162,Restaurant,1311 W TAYLOR ST ,CHICAGO,IL,60607.0
LITTLE BAD WOLF,2142720,Restaurant,1541 W BRYN  MAWR AVE ,CHICAGO,IL,60660.0
TA TONG THAI & SUSHI BAR,1803568,Restaurant,2964 N LINCOLN AVE ,CHICAGO,IL,60657.0
Rice Bistro,2027857,Restaurant,2964 N LINCOLN AVE ,CHICAGO,IL,60657.0
THE WIT,2142353,Restaurant,201 N STATE ST FL ,CHICAGO,IL,60601.0
MATSUYA JAPANESE RESTAURANT,2146501,Restaurant,3242 N CLARK ST ,CHICAGO,IL,60657.0
CAFE MUSTACHE,2147881,Restaurant,2313-2315 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
CAFE MUSTACHE,2043326,Restaurant,2313-2315 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
RAYMOND'S TACOS,1823755,Restaurant,2653 W CERMAK RD ,CHICAGO,IL,60608.0
COUSIN'S INCREDIBLE VITALITY,1717487,Restaurant,3038 W IRVING PARK RD ,CHICAGO,IL,60618.0
Chartwells @ Regina Hall,1847153,Restaurant,3700 W 103RD ST ,CHICAGO,IL,60655.0
MR. SUBMARINE,1576545,Restaurant,6421 W ARCHER AVE ,CHICAGO,IL,60638.0
"QUENCH, THE EXPERIENCE",1921024,Restaurant,5815 W MADISON ST ,CHICAGO,IL,60644.0
MAICOS TACOS AND BAKERY,1926804,Restaurant,5952 W ROOSEVELT RD ,CHICAGO,IL,60644.0
CAMINITO,2109428,Restaurant,1629 N HALSTED ,CHICAGO,IL,60614.0
CHURKEYS CHICKEN AND TURKEY GRILL,2074281,Restaurant,3300 W 87TH ST ,CHICAGO,IL,60652.0
WENDY'S,0,Restaurant,8300 S ASHLAND AVE ,CHICAGO,IL,60620.0
WENDY'S,53140,Restaurant,8300 S ASHLAND AVE ,CHICAGO,IL,60620.0
EXPRESS CORNER,1694894,Restaurant,1111 W WILSON AVE ,CHICAGO,IL,60640.0
J.J. SAUSAGE MAXWELL STREET,2133990,Restaurant,4948 W NORTH AVE ,CHICAGO,IL,60639.0
"1234 BBQ RIBS INC.,",2042583,Restaurant,1234 N HALSTED ST ,CHICAGO,IL,60642.0
TACO BELL,2152257,Restaurant,1646 W 95TH ST ,CHICAGO,IL,60643.0
BEN & JERRY'S,1979887,Restaurant,3660 W 111TH ST ,CHICAGO,IL,60655.0
205 I.C. INC,1980328,Restaurant,205-209 N Peoria ST ,CHICAGO,IL,60607.0
MEZE,2134246,Restaurant,205-209 N Peoria ST ,CHICAGO,IL,60607.0
MADISON & VINE WINES,2141165,Restaurant,1340 W MADISON ST ,CHICAGO,IL,60607.0
FAVIA CAFE & SWEETS SHOP,1883661,Restaurant,10701 S HALE AVE ,CHICAGO,IL,60643.0
SHIFT ON SHEFFIELD,2084691,Restaurant,2825 N SHEFFIELD AVE ,CHICAGO,IL,60657.0
DEVON HALAL SUB & GRILL,2042116,Restaurant,2305 W DEVON AVE ,CHICAGO,IL,60659.0
VICEROY OF INDIA/ SAGAR,14780,Restaurant,2516-2520 W DEVON AVE ,CHICAGO,IL,60659.0
CHICKIES,1848186,Restaurant,2839 S PULASKI RD ,CHICAGO,IL,60623.0
SHALOM DELI INC,18305,Restaurant,7 N WELLS ST ,CHICAGO,IL,60606.0
CINNABON DELI,34234,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
VOLARE,57820,Restaurant,201 E GRAND AVE ,CHICAGO,IL,60611.0
SALVATION ARMY ARC CLYBOURN,0,Restaurant,2258 N CLYBOURN AVE ,CHICAGO,IL,60614.0
JAMBA JUICE AND AUNTIE ANNE'S,2017876,Restaurant,600 E GRAND AVE ,CHICAGO,IL,60611.0
ACE COFFEE BAR INC,1544236,Restaurant,3300 N CAMPBELL AVE ,CHICAGO,IL,60618.0
SOFRA TURKISH KITCHEN,1489373,Restaurant,3134 N LINCOLN AVE ,CHICAGO,IL,60657.0
SOFRA TURKISH KITCHEN,1445423,Restaurant,3134 N LINCOLN AVE ,CHICAGO,IL,60657.0
SOFRA TURKISH KITCHEN,52975,Restaurant,3134 N LINCOLN AVE ,CHICAGO,IL,60657.0
"FORTUNA MARKET, GRILL, & DELI",1593364,Restaurant,2706 W PETERSON AVE ,CHICAGO,IL,60659.0
NEW VENUS 14,1816583,Restaurant,5019 N WESTERN AVE ,CHICAGO,IL,60625.0
FIL-AM DELIGHT RESTAURANT,1954864,Restaurant,5750 N CALIFORNIA AVE ,CHICAGO,IL,60659.0
MAY AND GRAND LLC,2146320,Restaurant,1132-1138 W GRAND AVE ,CHICAGO,IL,60642.0
KENTUCKY FRIED CHICKEN Y200207,21227,Restaurant,6040 S ARCHER AVE ,CHICAGO,IL,60638.0
PATTY BURGER,1823030,Restaurant,72 E ADAMS ST ,CHICAGO,IL,60603.0
NANDO MILANO TRATTORIA,2137440,Restaurant,2114 W DIVISION ST ,CHICAGO,IL,60622.0
JAFFA BAKERY,1892000,Restaurant,105 W MADISON ST ,CHICAGO,IL,60602.0
QUIZNOS,2133999,Restaurant,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0
TACO & SUBMARINE,2049287,Restaurant,7201 S ASHLAND AVE ,CHICAGO,IL,60636.0
QUIZNOS SUB,1618709,Restaurant,222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0
THE BLACK SHEEP,2073865,Restaurant,1132-1138 W GRAND AVE ,CHICAGO,IL,60642.0
QUIZNOS SUB #13210,2020967,Restaurant,10648 S WESTERN AVE ,CHICAGO,IL,60643.0
KFC,2146635,Restaurant,3937 N HARLEM AVE ,CHICAGO,IL,60634.0
CALIENTE GRILL LLC,1968915,Restaurant,2009 N DAMEN AVE ,CHICAGO,IL,60647.0
KENTUCKY FRIED CHICKEN 200 106,21211,Restaurant,4200 W 55TH ST ,CHICAGO,IL,60632.0
LAO HUNAN CHINESE RESTAURANT,2124671,Restaurant,2230 S WENTWORTH AVE ,CHICAGO,IL,60616.0
SUBWAY,0,Restaurant,6031 S ELLIS AVE ,CHICAGO,IL,60637.0
KENTUCKY FRIED CHICKEN 200 122,21221,Restaurant,2807 W IRVING PARK RD ,CHICAGO,IL,60618.0
THE MONKEYS PAW,1991376,Restaurant,2524 N SOUTHPORT AVE ,CHICAGO,IL,60614.0
"BROWN BAG LUNCH TRUCK, LLC",2087801,Restaurant,4019 N DAMEN AVE ,CHICAGO,IL,60618.0
RAZON,2133666,Restaurant,4250 N MARINE DR ,CHICAGO,IL,60613.0
CAFFE DE LUCA,74067,Restaurant,1721 N DAMEN AVE ,CHICAGO,IL,60647.0
GRASS FED,2141669,Restaurant,1721 N DAMEN AVE ,CHICAGO,IL,60647.0
RESTAURANTE FINA ESTAMPA,1943115,Restaurant,2937 W MONTROSE AVE ,CHICAGO,IL,60618.0
EL TIPICO MEXICAN GRILL,2134516,Restaurant,1905-1907 W FOSTER AVE ,CHICAGO,IL,60640.0
TAQUERIA EL NORTE,1225738,Restaurant,114 W CHICAGO AVE ,CHICAGO,IL,60610.0
IGNOTZ RESTAURANT,2134293,Restaurant,2423 S OAKLEY ,CHICAGO,IL,60608.0
CANTON EXPRESS,1697737,Restaurant,4116 W NORTH AVE ,CHICAGO,IL,60639.0
FAME DA LUPO,1985586,Restaurant,1463 W LELAND AVE ,CHICAGO,IL,60640.0
VICEROY OF INDIA/ SAGAR,2125168,Restaurant,2516-2520 W DEVON AVE ,CHICAGO,IL,60659.0
